index,ds,y,yhat1,trend,season_yearly,season_weekly
864,2020-05-15,271,278.6706,219.32681,31.369123,27.97466
865,2020-05-16,267,267.93768,219.34303,31.590454,17.004202
866,2020-05-17,296,244.36073,219.35927,31.795671,-6.7942033
867,2020-05-18,184,225.91862,219.3755,31.987944,-25.444822
868,2020-05-19,223,226.61052,219.39172,32.173363,-24.954582
869,2020-05-20,228,246.1224,219.40796,32.354694,-5.6402626
870,2020-05-21,240,269.84668,219.4242,32.53577,17.88671
871,2020-05-22,279,280.1377,219.44041,32.722633,27.974651
872,2020-05-23,277,269.33603,219.45665,32.919014,16.960371
873,2020-05-24,273,245.80739,219.47289,33.129192,-6.7946863
874,2020-05-25,207,227.40173,219.4891,33.357647,-25.44503
875,2020-05-26,236,228.16113,219.50534,33.61015,-24.95436
876,2020-05-27,221,247.77231,219.52158,33.89052,-5.639775
877,2020-05-28,235,271.6266,219.5378,34.201675,17.887093
878,2020-05-29,260,282.07825,219.55403,34.549587,27.974638
879,2020-05-30,280,271.51047,219.57027,34.936787,17.003408
880,2020-05-31,278,248.15945,219.58649,35.368134,-6.7951703
881,2020-06-01,240,229.9801,219.60272,35.845295,-25.467922
882,2020-06-02,232,231.03586,219.61896,36.371037,-24.954134
883,2020-06-03,258,250.89084,219.63518,36.948463,-5.692803
884,2020-06-04,284,275.11792,219.65141,37.57904,17.887476
885,2020-06-05,289,285.9052,219.66765,38.262928,27.974628
886,2020-06-06,315,275.68903,219.68387,39.00215,17.003012
887,2020-06-07,327,252.70076,219.7001,39.796303,-6.795653
888,2020-06-08,191,234.8926,219.71634,40.644394,-25.46813
889,2020-06-09,258,236.3252,219.73256,41.54653,-24.953905
890,2020-06-10,247,256.61023,219.7488,42.500233,-5.6387963
891,2020-06-11,259,281.15472,219.76503,43.501858,17.88786
892,2020-06-12,270,292.3062,219.78125,44.550354,27.97462
893,2020-06-13,304,282.4415,219.79749,45.641403,17.002617
894,2020-06-14,348,259.7887,219.81372,46.771107,-6.796137
895,2020-06-15,197,242.31941,219.82994,47.935123,-25.445654
896,2020-06-16,243,244.02028,219.84618,49.127792,-24.953682
897,2020-06-17,247,264.5653,219.86241,50.341213,-5.6383085
898,2020-06-18,278,289.36877,219.90819,51.572376,17.888243
899,2020-06-19,278,300.76794,219.9793,52.814026,27.974607
900,2020-06-20,315,291.0686,220.0504,54.059433,16.958784
901,2020-06-21,307,268.62427,220.1215,55.29939,-6.79662
902,2020-06-22,193,251.27556,220.19263,56.528797,-25.445862
903,2020-06-23,262,253.04752,220.26372,57.73725,-24.953457
904,2020-06-24,239,273.61578,220.33482,58.91878,-5.637819
905,2020-06-25,257,298.36206,220.40594,60.06749,17.888626
906,2020-06-26,284,309.62268,220.47705,61.171032,27.974598
907,2020-06-27,290,299.7738,220.54816,62.22384,17.001825
908,2020-06-28,326,277.04175,220.61926,63.21957,-6.797105
909,2020-06-29,221,259.37012,220.69038,64.14849,-25.468748
910,2020-06-30,233,260.81512,220.76147,65.0069,-24.953234
911,2020-07-01,255,280.9255,220.83258,65.78378,-5.6908503
912,2020-07-02,293,305.26733,220.9037,66.47463,17.88901
913,2020-07-03,300,316.0244,220.97481,67.07504,27.974588
914,2020-07-04,317,305.6253,221.04591,67.57795,17.001429
915,2020-07-05,347,282.29852,221.11702,67.979095,-6.797589
916,2020-07-06,233,263.99536,221.18813,68.27619,-25.468956
917,2020-07-07,282,264.77005,221.25923,68.46381,-24.953005
918,2020-07-08,256,284.23254,221.33034,68.53903,-5.6368423
919,2020-07-09,304,307.79147,221.40146,68.50062,17.88939
920,2020-07-10,292,317.79614,221.47256,68.34899,27.974575
921,2020-07-11,308,306.62656,221.54367,68.08185,17.001032
922,2020-07-12,325,282.51636,221.61478,67.69967,-6.7980714
923,2020-07-13,236,263.4443,221.68588,67.204895,-25.446482
924,2020-07-14,247,263.40253,221.75699,66.59829,-24.95278
925,2020-07-15,263,282.0752,221.8281,65.88348,-5.636355
926,2020-07-16,306,304.8532,221.89922,65.064224,17.889776
927,2020-07-17,320,314.08875,221.97032,64.143845,27.974566
928,2020-07-18,335,302.12628,222.04143,63.127644,16.957195
929,2020-07-19,348,277.3369,222.11253,62.022934,-6.798556
930,2020-07-20,214,257.5705,222.18365,60.83355,-25.44669
931,2020-07-21,285,256.8692,222.25475,59.567005,-24.952557
932,2020-07-22,233,274.921,222.32585,58.231003,-5.635866
933,2020-07-23,281,297.11942,222.39697,56.8323,17.89016
934,2020-07-24,263,305.82428,222.46808,55.38165,27.974554
935,2020-07-25,319,293.4239,222.53918,53.88448,17.000242
936,2020-07-26,334,268.16168,222.61029,52.35042,-6.7990394
937,2020-07-27,221,247.9986,222.68141,50.78677,-25.469574
938,2020-07-28,275,247.00533,222.7525,49.20516,-24.95233
939,2020-07-29,250,264.74622,222.82361,47.61151,-5.6888976
940,2020-07-30,328,286.8028,222.89473,46.017517,17.890541
941,2020-07-31,268,295.37048,222.96584,44.43011,27.974543
942,2020-08-01,253,282.8934,223.03694,42.856613,16.999846
943,2020-08-02,276,257.61212,223.10805,41.303574,-6.799523
944,2020-08-03,205,237.49236,223.17917,39.782963,-25.46978
945,2020-08-04,224,236.59743,223.25027,38.299263,-24.952105
946,2020-08-05,245,254.54617,223.32137,36.859684,-5.6348896
947,2020-08-06,258,276.75433,223.39249,35.470943,17.890926
948,2020-08-07,235,285.57242,223.4636,34.134285,27.974535
949,2020-08-08,266,273.3937,223.5347,32.859577,16.999449
950,2020-08-09,347,248.4549,223.6058,31.649084,-6.800006
951,2020-08-10,202,228.73549,223.67693,30.50588,-25.447311
952,2020-08-11,253,228.22812,223.74803,29.431967,-24.95188
953,2020-08-12,223,246.613,223.81912,28.42828,-5.634403
954,2020-08-13,252,269.23645,223.84514,27.500008,17.89131
955,2020-08-14,254,278.41614,223.79893,26.642698,27.974524
956,2020-08-15,285,266.61096,223.75273,25.859192,16.999054
957,2020-08-16,318,242.04958,223.70653,25.143524,-6.800491
958,2020-08-17,219,222.71162,223.66034,24.498816,-25.44752
959,2020-08-18,224,222.5811,223.61414,23.918613,-24.951653
960,2020-08-19,228,241.28358,223.56793,23.403086,-5.6874347
961,2020-08-20,249,264.3574,223.52174,22.943962,17.891691
962,2020-08-21,287,273.98914,223.47552,22.53907,27.974512
963,2020-08-22,295,262.61084,223.42934,22.182827,16.998657
964,2020-08-23,270,238.45184,223.38313,21.869688,-6.800973
965,2020-08-24,202,219.46092,223.33694,21.594381,-25.4704
966,2020-08-25,209,219.68701,223.29074,21.347702,-24.951427
967,2020-08-26,205,238.68547,223.24454,21.127888,-5.686947
968,2020-08-27,242,262.0147,223.19835,20.92428,17.892076
969,2020-08-28,275,271.85736,223.15215,20.73073,27.974503
970,2020-08-29,251,260.64703,223.10594,20.542812,16.99826
971,2020-08-30,325,236.60912,223.05975,20.350811,-6.8014565
972,2020-08-31,193,217.71547,223.01355,20.149845,-25.447933
973,2020-09-01,241,217.9471,222.96736,19.930946,-24.9512
974,2020-09-02,237,236.98088,222.92116,19.692665,-5.632937
975,2020-09-03,233,260.19244,222.87495,19.425013,17.89246
976,2020-09-04,239,269.93024,222.82877,19.125845,27.975609
977,2020-09-05,284,258.5678,222.78256,18.787361,16.997864
978,2020-09-06,262,234.34097,222.73636,18.406553,-6.8019404
979,2020-09-07,186,215.2233,222.69016,17.981283,-25.448141
980,2020-09-08,221,215.19926,222.64395,17.506283,-24.950975
981,2020-09-09,190,233.94516,222.59776,16.979849,-5.632449
982,2020-09-10,226,256.84515,222.55156,16.400745,17.892841
983,2020-09-11,240,266.24878,222.50537,15.768936,27.97448
984,2020-09-12,249,254.53911,222.45915,15.082488,16.99747
985,2020-09-13,288,229.95326,222.41296,14.342735,-6.8024244
986,2020-09-14,207,210.47058,222.36676,13.552162,-25.448349
987,2020-09-15,233,210.08157,222.32056,12.711759,-24.95075
988,2020-09-16,230,228.41321,222.27437,11.824331,-5.685482
989,2020-09-17,217,251.01471,222.22816,10.893319,17.893225
990,2020-09-18,247,260.08075,222.18198,9.924308,27.97447
991,2020-09-19,271,248.0529,222.13577,8.920062,16.997074
992,2020-09-20,266,223.17563,222.08957,7.888959,-6.8029084
993,2020-09-21,194,203.40598,222.04338,6.833823,-25.471228
994,2020-09-22,213,202.80905,221.99718,5.7623982,-24.950523
995,2020-09-23,216,220.94936,221.95097,4.683371,-5.684994
996,2020-09-24,221,243.39885,221.90479,3.6004603,17.893608
997,2020-09-25,248,252.35635,221.85858,2.5233085,27.974457
998,2020-09-26,254,240.269,221.81238,1.4599339,16.996677
999,2020-09-27,283,215.38007,221.76619,0.41727546,-6.80339
1000,2020-09-28,192,195.67352,221.71999,-0.59770536,-25.448763
1001,2020-09-29,216,195.14783,221.67378,-1.5756468,-24.950298
1002,2020-09-30,207,213.48653,221.62758,-2.5100725,-5.630983
1003,2020-10-01,211,236.08134,221.58139,-3.3940356,17.893991
1004,2020-10-02,210,245.292,221.53519,-4.2187543,27.975569
1005,2020-10-03,240,233.50432,221.48898,-4.980957,16.99628
1006,2020-10-04,245,208.96774,221.44278,-5.6711674,-6.8038745
1007,2020-10-05,157,189.6624,221.39659,-6.2852116,-25.44897
1008,2020-10-06,195,189.58224,221.35039,-6.8180747,-24.950073
1009,2020-10-07,184,208.40721,221.30418,-7.2664795,-5.6304955
1010,2020-10-08,218,231.55399,221.28485,-7.6252375,17.894375
1011,2020-10-09,213,241.43721,221.35507,-7.8923025,27.974438
1012,2020-10-10,237,230.35388,221.42528,-8.067279,16.995884
1013,2020-10-11,251,206.54483,221.49548,-8.146286,-6.804358
1014,2020-10-12,152,187.98538,221.56569,-8.131131,-25.449179
1015,2020-10-13,228,188.66406,221.6359,-8.0219965,-24.949846
1016,2020-10-14,186,208.20135,221.7061,-7.8212175,-5.683528
1017,2020-10-15,182,232.14107,221.7763,-7.530004,17.894758
1018,2020-10-16,205,242.66916,221.84651,-7.1517763,27.974426
1019,2020-10-17,239,232.21892,221.91673,-6.6932936,16.995487
1020,2020-10-18,261,209.02496,221.98694,-6.157132,-6.8048425
1021,2020-10-19,139,191.03345,222.05714,-5.5516453,-25.472054
1022,2020-10-20,192,192.29637,222.12735,-4.881367,-24.949621
1023,2020-10-21,194,212.36111,222.19756,-4.153397,-5.683038
1024,2020-10-22,248,236.78363,222.26778,-3.3792906,17.895142
1025,2020-10-23,245,247.74696,222.33797,-2.5654175,27.974417
1026,2020-10-24,228,237.68018,222.40819,-1.7230939,16.995092
1027,2020-10-25,280,214.81151,222.4784,-0.8615599,-6.805326
1028,2020-10-26,192,197.11008,222.5486,0.011072036,-25.44959
1029,2020-10-27,210,198.55351,222.6188,0.8840934,-24.949396
1030,2020-10-28,205,218.80148,222.68901,1.7414938,-5.6290293
1031,2020-10-29,218,243.23526,222.75923,2.5805113,17.895525
1032,2020-10-30,220,254.18787,222.82942,3.3829083,27.975533
1033,2020-10-31,259,244.0337,222.89964,4.1393666,16.994698
1034,2020-11-01,263,221.00821,222.96985,4.844177,-6.8058105
1035,2020-11-02,179,203.07355,223.04005,5.483281,-25.449799
1036,2020-11-03,214,204.20427,223.11026,6.0431733,-24.94917
1037,2020-11-04,234,224.07198,223.18047,6.520051,-5.6285405
1038,2020-11-05,215,248.04958,223.25069,6.9029794,17.895908
1039,2020-11-06,258,258.47736,223.32088,7.1821,27.974394
1040,2020-11-07,242,247.73648,223.3911,7.3510756,16.9943
1041,2020-11-08,297,224.05402,223.4613,7.399014,-6.806292
1042,2020-11-09,170,205.40662,223.53151,7.3251185,-25.450006
1043,2020-11-10,181,205.77362,223.60172,7.1208487,-24.948944
1044,2020-11-11,222,224.77393,223.67192,6.7835855,-5.6815753
1045,2020-11-12,250,247.94489,223.74214,6.3064733,17.896292
1046,2020-11-13,263,257.4759,223.81233,5.6891503,27.974382
1047,2020-11-14,260,245.80765,223.88255,4.931186,16.993904
1048,2020-11-15,292,221.17542,223.95276,4.0294447,-6.806777
1049,2020-11-16,195,201.53542,224.02296,2.985332,-25.472878
1050,2020-11-17,254,200.94478,224.09317,1.8003273,-24.948719
1051,2020-11-18,222,218.96162,224.16338,0.4793337,-5.6810865
1052,2020-11-19,233,241.15294,224.2336,-0.9773304,17.896675
1053,2020-11-20,266,249.71432,224.30379,-2.5638428,27.974371
1054,2020-11-21,249,237.0949,224.37401,-4.272616,16.993507
1055,2020-11-22,293,211.53485,224.44421,-6.102106,-6.8072596
1056,2020-11-23,211,191.02376,224.51442,-8.040235,-25.450422
1057,2020-11-24,233,189.551,224.58463,-10.08514,-24.948492
1058,2020-11-25,195,206.8082,224.65483,-12.219562,-5.6270776
1059,2020-11-26,217,228.18254,224.72505,-14.439567,17.897057
1060,2020-11-27,263,236.03664,224.79524,-16.734104,27.97549
1061,2020-11-28,284,222.76372,224.86546,-19.094854,16.993113
1062,2020-11-29,287,196.62056,224.93567,-21.50735,-6.8077445
1063,2020-11-30,160,175.59326,225.00587,-23.961985,-25.450626
1064,2020-12-01,138,173.67964,225.07608,-26.448181,-24.948267
1065,2020-12-02,161,190.56651,225.14629,-28.953186,-5.626589
1066,2020-12-03,160,211.64828,225.21999,-31.46914,17.89744
1067,2020-12-04,169,219.33252,225.3354,-33.97723,27.974354
1068,2020-12-05,155,205.97208,225.4508,-36.471443,16.992718
1069,2020-12-06,184,179.87132,225.56622,-38.939705,-6.755206
1070,2020-12-07,145,158.85922,225.68166,-41.3716,-25.450834
1071,2020-12-08,140,157.09363,225.79706,-43.755398,-24.94804
1072,2020-12-09,144,174.14981,225.91248,-46.083042,-5.6796236
1073,2020-12-10,157,195.58229,226.0279,-48.343433,17.897825
1074,2020-12-11,186,203.58926,226.14331,-50.5284,27.97434
1075,2020-12-12,181,190.62167,226.25873,-52.629387,16.99232
1076,2020-12-13,176,164.92914,226.37415,-54.63629,-6.8087106
1077,2020-12-14,124,144.48824,226.48956,-56.550285,-25.451042
1078,2020-12-15,150,143.29895,226.60498,-58.358204,-24.947815
1079,2020-12-16,172,160.98657,226.7204,-60.054684,-5.679135
1080,2020-12-17,136,183.09283,226.8358,-61.64118,17.898207
1081,2020-12-18,191,191.81677,226.95123,-63.109913,27.975462
1082,2020-12-19,188,179.59799,227.06664,-64.46058,16.991924
1083,2020-12-20,158,154.68292,227.18205,-65.68993,-6.809194
1084,2020-12-21,137,135.04782,227.29747,-66.79839,-25.45125
1085,2020-12-22,141,134.68105,227.41289,-67.784256,-24.94759
1086,2020-12-23,152,153.25189,227.5283,-68.6513,-5.6251235
1087,2020-12-24,160,176.14279,227.64372,-69.39951,17.898592
1088,2020-12-25,186,185.70404,227.75914,-70.03055,27.97545
1089,2020-12-26,153,174.31656,227.87456,-70.549515,16.991528
1090,2020-12-27,205,150.22104,227.98997,-70.95925,-6.8096776
1091,2020-12-28,113,131.38968,228.10538,-71.264244,-25.451456
1092,2020-12-29,155,131.80484,228.2208,-71.46859,-24.947363
1093,2020-12-30,172,151.07887,228.33623,-71.57919,-5.6781597
1094,2020-12-31,163,174.74915,228.45163,-71.60146,17.898975
1095,2021-01-01,182,185.00046,228.56705,-71.5409,27.974308
1096,2021-01-02,189,174.26855,228.68246,-71.40505,16.991133
1097,2021-01-03,214,150.84026,228.79788,-71.20048,-6.757142
1098,2021-01-04,145,132.5286,228.9133,-70.93304,-25.451664
1099,2021-01-05,155,133.47168,229.02872,-70.60989,-24.947138
1100,2021-01-06,152,153.2273,229.14413,-70.239174,-5.67767
1101,2021-01-07,135,177.33273,229.25955,-69.82618,17.899357
1102,2021-01-08,165,187.96956,229.37497,-69.37969,27.974295
1103,2021-01-09,180,177.57767,229.49037,-68.90344,16.990736
1104,2021-01-10,183,154.3905,229.6058,-68.404655,-6.8106446
1105,2021-01-11,132,136.37903,229.7212,-67.890305,-25.451872
1106,2021-01-12,138,137.5253,229.83662,-67.36441,-24.946913
1107,2021-01-13,141,157.4421,229.95204,-66.83277,-5.677182
1108,2021-01-14,173,181.6664,230.06746,-66.300804,17.89974
1109,2021-01-15,179,192.38705,230.18288,-65.771255,27.975422
1110,2021-01-16,163,182.04022,230.2983,-65.24839,16.99034
1111,2021-01-17,190,158.86642,230.4137,-64.736145,-6.8111277
1112,2021-01-18,130,140.84106,230.52913,-64.23597,-25.452078
1113,2021-01-19,136,141.94778,230.64455,-63.750072,-24.946686
1114,2021-01-20,146,161.85593,230.75995,-63.280857,-5.6231685
1115,2021-01-21,139,185.94698,230.87537,-62.82851,17.900124
1116,2021-01-22,166,196.57323,230.99077,-62.39296,27.975412
1117,2021-01-23,188,186.1207,231.1062,-61.975445,16.989944
1118,2021-01-24,166,162.83656,231.2216,-61.57344,-6.8116117
1119,2021-01-25,143,144.69742,231.33702,-61.187325,-25.452284
1120,2021-01-26,155,145.69058,231.45244,-60.815388,-24.94646
1121,2021-01-27,149,165.43678,231.56786,-60.45487,-5.6762047
1122,2021-01-28,155,189.48038,231.68327,-60.103405,17.900507
1123,2021-01-29,181,199.98306,231.76796,-59.759163,27.974264
1124,2021-01-30,177,189.42142,231.8501,-59.41823,16.989546
1125,2021-01-31,161,166.09563,231.93224,-59.07753,-6.7590766
1126,2021-02-01,130,147.82806,232.01437,-58.733807,-25.452494
1127,2021-02-02,171,148.76697,232.09651,-58.383312,-24.946236
1128,2021-02-03,170,168.47974,232.17863,-58.02319,-5.6757183
1129,2021-02-04,188,192.51364,232.26077,-57.64803,17.90089
1130,2021-02-05,185,203.06163,232.34291,-57.255543,27.974255
1131,2021-02-06,193,192.57285,232.42505,-56.84135,16.989151
1132,2021-02-07,237,169.29205,232.50719,-56.402546,-6.81258
1133,2021-02-08,138,151.20049,232.58932,-55.93614,-25.4527
1134,2021-02-09,176,152.28882,232.67146,-55.43664,-24.946007
1135,2021-02-10,179,172.17455,232.7536,-54.903828,-5.675228
1136,2021-02-11,174,196.40378,232.83574,-54.333225,17.901274
1137,2021-02-12,190,207.17007,232.91788,-53.723194,27.975384
1138,2021-02-13,199,196.91647,233.00002,-53.072296,16.988754
1139,2021-02-14,200,173.89081,233.08215,-52.378277,-6.813063
1140,2021-02-15,134,156.07147,233.16429,-51.63991,-25.452906
1141,2021-02-16,178,157.44553,233.24643,-50.855106,-24.945786
1142,2021-02-17,172,177.68303,233.32855,-50.024315,-5.621216
1143,2021-02-18,180,202.16565,233.41069,-49.1467,17.901655
1144,2021-02-19,213,213.24214,233.49283,-48.226055,27.975372
1145,2021-02-20,213,203.30382,233.57497,-47.25952,16.98836
1146,2021-02-21,185,180.59604,233.6571,-46.24753,-6.813546
1147,2021-02-22,136,163.09235,233.73924,-45.19379,-25.453114
1148,2021-02-23,151,164.77582,233.82138,-44.100018,-24.945557
1149,2021-02-24,170,185.26318,233.90352,-42.966072,-5.674253
1150,2021-02-25,174,210.09125,233.98566,-41.796467,17.902039
1151,2021-02-26,192,221.44579,234.0678,-40.59624,27.97422
1152,2021-02-27,195,211.7778,234.14993,-39.360085,16.987965
1153,2021-02-28,337,189.36957,234.23207,-38.101498,-6.7610126
1154,2021-03-01,209,172.04321,234.31421,-36.81767,-25.45332
1155,2021-03-02,188,173.93933,234.39635,-35.51169,-24.945332
1156,2021-03-03,220,194.61304,234.47849,-34.191673,-5.6737633
1157,2021-03-04,217,219.60612,234.56062,-32.85692,17.902424
1158,2021-03-05,269,231.1067,234.64276,-31.510258,27.974209
1159,2021-03-06,256,221.55276,234.7249,-30.159695,16.987566
1160,2021-03-07,171,199.18468,234.80704,-28.807837,-6.8145123
1161,2021-03-08,181,181.98074,234.88916,-27.454887,-25.453527
1162,2021-03-09,208,183.91943,234.9713,-26.106777,-24.945107
1163,2021-03-10,204,204.61345,235.05344,-24.766722,-5.6732764
1164,2021-03-11,215,229.60199,235.13557,-23.436392,17.902805
1165,2021-03-12,246,241.07227,235.21771,-22.12081,27.975342
1166,2021-03-13,247,231.46979,235.29985,-20.817238,16.987171
1167,2021-03-14,162,209.03214,235.38199,-19.534864,-6.8149962
1168,2021-03-15,179,191.74005,235.46413,-18.270357,-25.453733
1169,2021-03-16,211,193.57123,235.54626,-17.030159,-24.94488
1170,2021-03-17,209,214.19977,235.6284,-15.809382,-5.6192617
1171,2021-03-18,222,239.00119,235.71054,-14.612548,17.903189
1172,2021-03-19,261,250.32434,235.79268,-13.443667,27.975334
1173,2021-03-20,235,240.56555,235.87482,-12.296057,16.986774
1174,2021-03-21,181,217.96756,235.95695,-11.173915,-6.81548
1175,2021-03-22,212,200.50795,236.0391,-10.0772,-25.453941
1176,2021-03-23,201,202.17091,236.12123,-9.005661,-24.944654
1177,2021-03-24,183,222.57578,236.20337,-7.95529,-5.6723013
1178,2021-03-25,241,247.2576,236.2855,-6.9314895,17.903572
1179,2021-03-26,236,258.39563,236.34756,-5.926094,27.974178
1180,2021-03-27,263,248.4492,236.40361,-4.9407797,16.986378
1181,2021-03-28,185,225.72308,236.45967,-3.9736285,-6.7629476
1182,2021-03-29,229,208.03647,236.5157,-3.0250847,-25.45415
1183,2021-03-30,201,209.53816,236.57176,-2.0891774,-24.94443
1184,2021-03-31,182,229.78745,236.62782,-1.1685678,-5.6718125
1185,2021-04-01,282,254.32648,236.68388,-0.26135153,17.903955
1186,2021-04-02,261,265.35327,236.73993,0.6380094,27.975313
1187,2021-04-03,310,255.31335,236.79599,1.5313889,16.985983
1188,2021-04-04,198,232.4541,236.85202,2.418528,-6.8164487
1189,2021-04-05,231,214.75153,236.90808,3.2978027,-25.454357
1190,2021-04-06,231,216.17003,236.96414,4.174801,-24.968916
1191,2021-04-07,232,236.40125,237.0202,5.05237,-5.671325
1192,2021-04-08,268,260.90515,237.07625,5.9245844,17.904339
1193,2021-04-09,303,271.90942,237.1323,6.8018336,27.975304
1194,2021-04-10,316,261.85168,237.18834,7.6777625,16.985586
1195,2021-04-11,217,238.98688,237.2444,8.559415,-6.8169317
1196,2021-04-12,242,221.28235,237.30046,9.43645,-25.454561
1197,2021-04-13,239,222.73221,237.3565,10.319684,-24.943977
1198,2021-04-14,263,242.94264,237.41255,11.200918,-5.6708364
1199,2021-04-15,265,267.45996,237.46861,12.086639,17.904722
1200,2021-04-16,292,278.47247,237.52466,12.972502,27.975292
1201,2021-04-17,298,268.41992,237.58072,13.854001,16.985188
1202,2021-04-18,195,245.6095,237.63678,14.73711,-6.764398
1203,2021-04-19,232,227.85469,237.69281,15.616642,-25.45477
1204,2021-04-20,250,229.296,237.74887,16.490883,-24.943752
1205,2021-04-21,252,249.49046,237.80492,17.355904,-5.6703477
1206,2021-04-22,240,273.97995,237.86098,18.213861,17.905104
1207,2021-04-23,275,284.95282,237.91704,19.061659,27.974133
1208,2021-04-24,316,274.8514,237.9731,19.893522,16.984793
1209,2021-04-25,204,251.97633,238.02913,20.712074,-6.764881
1210,2021-04-26,230,234.14148,238.08519,21.511265,-25.454977
1211,2021-04-27,222,235.4918,238.14124,22.294094,-24.943525
1212,2021-04-28,255,255.57811,238.1973,23.050673,-5.669859
1213,2021-04-29,278,279.94427,238.25336,23.785465,17.905487
1214,2021-04-30,300,290.77597,238.3094,24.49129,27.975273
1215,2021-05-01,322,280.5221,238.36545,25.172245,16.984398
1216,2021-05-02,201,257.42517,238.42151,25.82206,-6.8183813
1217,2021-05-03,258,239.46046,238.47755,26.43809,-25.455183
1218,2021-05-04,258,240.59123,238.53362,27.02563,-24.968014
1219,2021-05-05,269,260.49838,238.58966,27.578089,-5.66937
1220,2021-05-06,294,284.64813,238.6457,28.096554,17.90587
1221,2021-05-07,283,295.25726,238.70177,28.580238,27.975264
1222,2021-05-08,311,284.77237,238.75781,29.030556,16.984001
1223,2021-05-09,222,261.44205,238.81387,29.447042,-6.818865
1224,2021-05-10,255,243.24472,238.86992,29.830193,-25.45539
1225,2021-05-11,239,244.16518,238.92598,30.182264,-24.943075
1226,2021-05-12,241,263.81635,238.98203,30.50319,-5.6688824
1227,2021-05-13,302,287.7433,239.03809,30.798956,17.906254
1228,2021-05-14,323,298.13562,239.09413,31.066246,27.975252
1229,2021-05-15,335,287.44537,239.15018,31.311596,16.983604
1230,2021-05-16,212,263.97638,239.20624,31.536463,-6.766333
1231,2021-05-17,235,245.55199,239.2623,31.745285,-25.455599
1232,2021-05-18,237,246.31668,239.31834,31.94118,-24.942846
1233,2021-05-19,270,265.8333,239.3744,32.12728,-5.6683936
1234,2021-05-20,295,289.64627,239.43045,32.30919,17.906637
1235,2021-05-21,296,299.95688,239.49243,32.49036,27.974089
1236,2021-05-22,308,289.21686,239.55809,32.675545,16.983208
1237,2021-05-23,199,265.72546,239.62376,32.868523,-6.7668176
1238,2021-05-24,266,247.30875,239.68944,33.0751,-25.455807
1239,2021-05-25,246,248.11107,239.75511,33.298576,-24.942621
1240,2021-05-26,230,267.69754,239.8208,33.544647,-5.667906
1241,2021-05-27,283,291.61093,239.88646,33.81744,17.907019
1242,2021-05-28,294,302.0476,239.95213,34.12025,27.975231
1243,2021-05-29,340,291.45996,240.01782,34.45934,16.982811
1244,2021-05-30,190,268.09918,240.0835,34.836018,-6.8203154
1245,2021-05-31,226,249.94917,240.14917,35.256016,-25.45601
1246,2021-06-01,253,250.96907,240.21483,35.72136,-24.967115
1247,2021-06-02,280,270.84775,240.2805,36.234657,-5.667417
1248,2021-06-03,304,295.0528,240.34619,36.799183,17.907404
1249,2021-06-04,312,305.8034,240.41187,37.41633,27.975224
1250,2021-06-05,363,295.5466,240.47754,38.08664,16.982416
1251,2021-06-06,252,272.53464,240.5432,38.812244,-6.8208003
1252,2021-06-07,258,254.74536,240.60887,39.592705,-25.456219
1253,2021-06-08,252,256.15964,240.67456,40.427242,-24.94217
1254,2021-06-09,259,276.3891,240.74023,41.31578,-5.6669283
1255,2021-06-10,326,300.97095,240.80591,42.257275,17.907785
1256,2021-06-11,318,312.09366,240.87158,43.246883,27.975212
1257,2021-06-12,358,302.20343,240.93724,44.284157,16.982021
1258,2021-06-13,250,279.5996,241.00293,45.364937,-6.768269
1259,2021-06-14,262,262.0975,241.06862,46.48532,-25.456427
1260,2021-06-15,272,263.83383,241.13428,47.64149,-24.941944
1261,2021-06-16,273,284.36108,241.19995,48.82758,-5.666442
1262,2021-06-17,325,309.20966,241.26562,50.035877,17.908169
1263,2021-06-18,339,320.5694,241.3313,51.26404,27.974047
1264,2021-06-19,320,310.8819,241.39699,52.5033,16.981625
1265,2021-06-20,232,288.4414,241.46265,53.747482,-6.7687516
1266,2021-06-21,299,271.06204,241.52832,54.99036,-25.456633
1267,2021-06-22,260,272.87567,241.594,56.223385,-24.941717
1268,2021-06-23,307,293.43115,241.65968,57.437428,-5.6659546
1269,2021-06-24,342,318.26047,241.72536,58.62655,17.908552
1270,2021-06-25,366,329.54974,241.79102,59.78353,27.975191
1271,2021-06-26,334,319.73767,241.85669,60.89975,16.981228
1272,2021-06-27,235,297.06604,241.92238,61.965935,-6.82225
1273,2021-06-28,314,279.50818,241.98805,62.97698,-25.456837
1274,2021-06-29,292,281.01044,242.05373,63.922935,-24.966213
1275,2021-06-30,294,301.25183,242.11938,64.79789,-5.665466
1276,2021-07-01,331,325.69153,242.18506,65.597534,17.908936
1277,2021-07-02,332,336.53635,242.25075,66.31043,27.975185
1278,2021-07-03,387,326.2315,242.31642,66.93427,16.980831
1279,2021-07-04,267,303.0211,242.3821,67.46173,-6.8227334
1280,2021-07-05,306,284.87933,242.44777,67.88864,-25.457048
1281,2021-07-06,290,285.78308,242.51343,68.21091,-24.941263
1282,2021-07-07,308,305.34125,242.57912,68.427124,-5.664978
1283,2021-07-08,365,329.08438,242.6448,68.530266,17.909317
1284,2021-07-09,381,339.20657,242.71046,68.520935,27.97517
1285,2021-07-10,381,328.15466,242.77614,68.39811,16.980434
1286,2021-07-11,259,304.23068,242.84181,68.15907,-6.7702036
1287,2021-07-12,240,285.25555,242.90749,67.805336,-25.457253
